barometerValue,gzValue,mzValue,gpsTimeInMillis,systemTimeInMillis,myValue,zValue,tc,mxValue,latitudeValue,gxValue,lightValue,longitudeValue,xValue,altitudeValue,gyValue,yValue,globalFrame,temperatureValue
1004.82306,-0.0014648438,-52.66571,1682811875000,1682811872541,25.474548,9.552155,00:59:05:18,23.538208,34.030098,0.002609253,33.0,-118.75661,0.2632141,24.0,0.0002746582,0.102890015,1345,0.0
1004.82306,-0.005126953,-51.231384,1682811875000,1682811872577,24.794006,9.561722,00:59:05:19,22.834778,34.030098,-0.0035095215,33.0,-118.75661,0.2536316,24.0,-0.002166748,0.095718384,1346,0.0
1004.8153,-0.00024414062,-53.382874,1682811875000,1682811872606,26.150513,9.554535,00:59:05:20,24.241638,34.030098,0.002609253,31.0,-118.75661,0.27038574,24.0,0.0015106201,0.102890015,1347,0.0
1004.8153,-0.003921509,-51.945496,1682811875000,1682811872659,24.827576,9.561722,00:59:05:21,24.212646,34.030098,0.00015258789,31.0,-118.75661,0.275177,24.0,0.0015106201,0.100494385,1348,0.0
1004.8153,0.0034179688,-51.242065,1682811875000,1682811872694,26.77002,9.552155,00:59:05:22,22.880554,34.030098,0.00015258789,31.0,-118.75661,0.26081848,24.0,-0.00093078613,0.095718384,1349,0.0
1004.8153,-0.00024414062,-52.671814,1682811875000,1682811872731,26.80664,9.552155,00:59:05:23,24.256897,34.030098,0.001373291,31.0,-118.75661,0.2632141,24.0,0.0002746582,0.095718384,1350,0.0
1004.8153,-0.0014648438,-51.242065,1682811875000,1682811872777,26.800537,9.573685,00:59:06:00,24.258423,34.030098,0.002609253,31.0,-118.75661,0.25602722,24.0,-0.00093078613,0.098098755,1351,0.0
1004.81775,-0.0026855469,-51.235962,1682811875000,1682811872821,25.498962,9.552155,00:59:06:01,24.917603,34.030098,-0.0022888184,31.0,-118.75661,0.26560974,24.0,-0.00093078613,0.093322754,1352,0.0
1004.81775,0.0009765625,-53.378296,1682811875000,1682811872859,25.524902,9.554535,00:59:06:02,25.605774,34.030098,0.00015258789,31.0,-118.75661,0.25602722,24.0,-0.002166748,0.107681274,1353,0.0
1004.81775,-0.00024414062,-52.670288,1682811875000,1682811872886,26.838684,9.554535,00:59:06:03,25.636292,34.030098,0.001373291,31.0,-118.75661,0.2536316,24.0,-0.002166748,0.110076904,1354,0.0
1004.81775,0.0009765625,-51.945496,1682811875000,1682811872979,24.827576,9.571289,00:59:06:04,24.212646,34.030098,0.001373291,31.0,-118.75661,0.25125122,24.0,0.0002746582,0.105285645,1355,0.0
1004.8216,-0.00024414062,-50.515747,1682811875000,1682811873040,24.835205,9.559326,00:24:03:05,24.902344,34.030098,0.00015258789,31.0,-118.75661,0.2632141,24.0,-0.00093078613,0.105285645,1356,0.0
1004.8216,-0.0026855469,-51.956177,1682811875000,1682811873094,26.803589,9.537796,00:59:06:07,24.258423,34.030098,0.001373291,31.0,-118.75661,0.2632141,24.0,-0.00093078613,0.088531494,1357,0.0
1004.8216,-0.00024414062,-52.661133,1682811875000,1682811873137,24.830627,9.544968,00:59:06:08,24.21112,34.030098,0.001373291,31.0,-118.75661,0.27278137,24.0,-0.00093078613,0.107681274,1358,0.0
1004.8216,-0.0014648438,-51.235962,1682811875000,1682811873162,25.498962,9.552155,00:59:06:09,24.917603,34.030098,-0.0010681152,31.0,-118.75661,0.25842285,24.0,0.0015106201,0.088531494,1359,0.0
1004.8333,-0.00024414062,-51.237488,1682811876000,1682811873213,26.1734,9.544968,00:59:06:10,25.622559,34.030098,0.001373291,33.0,-118.75661,0.27038574,24.0,-0.002166748,0.098098755,1360,0.0
1004.8333,-0.00024414062,-52.66571,1682811876000,1682811873257,25.505066,9.533005,00:59:06:11,24.916077,34.030098,-0.0010681152,33.0,-118.75661,0.26560974,24.0,0.0015106201,0.098098755,1361,0.0
1004.8333,-0.0026855469,-53.375244,1682811876000,1682811873299,24.803162,9.561722,00:59:06:12,22.833252,34.030098,0.002609253,33.0,-118.75661,0.25842285,24.0,-0.002166748,0.112457275,1362,0.0
1004.8333,-0.00024414062,-51.239014,1682811876000,1682811873334,26.156616,9.5354,00:59:06:13,24.932861,34.030098,0.00015258789,33.0,-118.75661,0.27038574,24.0,-0.00093078613,0.107681274,1363,0.0
1004.8333,-0.0026855469,-53.385925,1682811876000,1682811873379,26.809692,9.564117,00:59:06:14,24.256897,34.030098,0.00015258789,33.0,-118.75661,0.26081848,24.0,0.0002746582,0.093322754,1364,0.0
1004.843,-0.0014648438,-51.942444,1682811876000,1682811873423,24.153137,9.566513,00:59:06:15,23.50769,34.030098,-0.0022888184,33.0,-118.75661,0.279953,24.0,-0.00093078613,0.088531494,1365,0.0
1004.843,-0.0026855469,-51.945496,1682811876000,1682811873460,24.842834,9.537796,00:59:06:16,24.902344,34.030098,-0.0022888184,33.0,-118.75661,0.25602722,24.0,-0.00093078613,0.090927124,1366,0.0
1004.843,-0.00024414062,-51.950073,1682811876000,1682811873504,25.486755,9.566513,00:59:06:17,24.227905,34.030098,-0.0010681152,33.0,-118.75661,0.2536316,24.0,0.0015106201,0.093322754,1367,0.0
1004.843,-0.00024414062,-51.94397,1682811876000,1682811873547,24.85962,9.552155,00:59:06:18,25.592041,34.030098,-0.0010681152,33.0,-118.75661,0.26081848,24.0,-0.00093078613,0.100494385,1368,0.0
1004.843,-0.0026855469,-50.523376,1682811876000,1682811873582,26.13678,9.566513,00:59:06:19,24.243164,34.030098,-0.0035095215,33.0,-118.75661,0.2536316,24.0,0.0002746582,0.102890015,1369,0.0
1004.8421,-0.00024414062,-52.677917,1682811876000,1682811873617,27.418518,9.544968,00:59:06:20,22.20459,34.030098,-0.0010681152,33.0,-118.75661,0.24885559,24.0,-0.00093078613,0.093322754,1370,0.0
1004.8421,-0.00024414062,-51.945496,1682811876000,1682811873647,24.797058,9.554535,00:58:06:21,22.834778,34.030098,-0.0010681152,33.0,-118.75661,0.2632141,24.0,0.0002746582,0.098098755,1371,0.0
1004.8421,-0.005126953,-51.956177,1682811876000,1682811873700,26.803589,9.547363,00:59:06:22,24.258423,34.030098,-0.0010681152,33.0,-118.75661,0.24645996,24.0,0.0002746582,0.093322754,1372,0.0
1004.8421,0.0021972656,-52.671814,1682811876000,1682811873735,26.8219,9.544968,00:59:06:23,24.946594,34.030098,0.001373291,33.0,-118.75661,0.26560974,24.0,0.0015106201,0.095718384,1373,0.0
1004.8421,-0.0014648438,-50.515747,1682811876000,1682811873782,24.804688,9.561722,00:59:07:00,23.524475,34.030098,0.002609253,33.0,-118.75661,0.2632141,24.0,0.0002746582,0.100494385,1374,0.0
1004.84625,0.0009765625,-51.960754,1682811876000,1682811873816,27.476501,9.573685,00:59:07:01,24.963379,34.030098,-0.0010681152,33.0,-118.75661,0.25125122,24.0,-0.00093078613,0.110076904,1375,0.0
1004.84625,-0.00024414062,-53.37982,1682811876000,1682811873870,25.4776,9.549759,00:59:07:02,23.538208,34.030098,-0.0022888184,33.0,-118.75661,0.25602722,24.0,0.0002746582,0.093322754,1376,0.0
1004.84625,-0.00024414062,-51.239014,1682811876000,1682811873897,26.156616,9.566513,00:59:07:03,24.932861,34.030098,0.001373291,33.0,-118.75661,0.2632141,24.0,0.0002746582,0.110076904,1377,0.0
1004.84625,-0.0026855469,-52.667236,1682811876000,1682811873933,26.210022,9.564117,00:59:07:04,26.997375,34.030098,-0.0010681152,33.0,-118.75661,0.26560974,24.0,-0.00093078613,0.105285645,1378,0.0
1004.84625,-0.0026855469,-53.3844,1682811876000,1682811873980,26.841736,9.566513,00:59:07:05,25.636292,34.030098,-0.0035095215,33.0,-118.75661,0.26560974,24.0,0.0015106201,0.093322754,1379,0.0
1004.845,-0.0014648438,-52.661133,1682811876000,1682811874053,24.830627,9.889542,00:59:07:06,24.21112,34.030098,-0.048706055,30.0,-118.75661,0.110076904,24.0,-0.019256592,0.093322754,1380,0.0
